"D Bm D Bm G Bm Em Bm Em Bm Gmaj7 F#7 Bm Cm G Bm Cm Bm Cm C"	"1982 Tab by Paul McCartney - E-Chords"	"cifra/idmusica/11168/keyb/true.htm"
"A D A D A E7 D A E7 A A A A D A D A E7 D A E7 A A A A D A D A E7 D A E7 A A A A D A D A D E7 A"	"3 Legs Tab by Paul McCartney - E-Chords"	"cifra/idmusica/76852/keyb/true.htm"
"E7(b9) Am E7 F E7 F Gm7 A A Dm C F6 G E7(b9) Am E7 F E7 F Gm7 A A Dm C F6 G A C#m F#m Bm A C#m F#m Bm F G E7(b9) Am E7 F E7 F Gm7 A A Dm C F6 G A C#m Bm A C#m Bm A E7(b9) Am E7 F E7 F Gm7 A A Dm C F6 G A"	"A certain softness Tab by Paul McCartney - E-Chords"	"cifra/idmusica/75664/keyb/true.htm"
"Bm Em Bm Em D G F# D A Bm G D A Bm G D A"	"About You Tab by Paul McCartney - E-Chords"	"cifra/idmusica/133979/keyb/true.htm"
"E E A E A B E"	"Ain't That A Shame Tab by Paul McCartney - E-Chords"	"cifra/idmusica/133980/keyb/true.htm"
"F#m B7 E C#m A F#m D B7 F#m B7 E C#m A B7 E C#m Cm7+ C#m7 C#m Cm7+ E C#m Cm7+ E"	"All my loving Tab by Paul McCartney - E-Chords"	"cifra/idmusica/38869/keyb/true.htm"
"E B Bb G E E E E E B Bb G E"	"Angry Tab by Paul McCartney - E-Chords"	"cifra/idmusica/133981/keyb/true.htm"
"G B7 Em Am D G C G C G C G A7 D G D G C Am D G E7 Am D G D/F# Em Em C7M A/C# C7M Em C7M A/C# C7M Em E Am D D5+ Bm/D B7 Em C A/C# C Em G F C G"	"Another Day Tab by Paul McCartney - E-Chords"	"cifra/idmusica/90593/keyb/true.htm"
"G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G Bm/E Am6/F# E7/G# Am Am D/A Am D/A D F#m7 Bm G7 F#m7 Em7 D/A A D/A A G Em C G G Em C G G Em C G G Em C G G Em C G Bm/E Am6/F# E7/G# Am Am D/A Am D/A D F#m7 Bm G7 F#m7 Em7 D/A A D/A A D F#m7 Bm G7 F#m7 Em7 D"	"Anyway Tab by Paul McCartney - E-Chords"	"cifra/idmusica/75669/keyb/true.htm"
"C7 D D(b5) D6 Em Em(b5) D D(b5) G7/D D D F#m Bm Bm(b5) G D/F# F#7/E Bm D Bm/C# Bm Bm(b5) Bm Bm(b5) Bm C7 D D(b5) D6 Em Em(b5) D D(b5) G7/D D D A G D G D A D A/C# G/B D/A G D/F# A/E D D F#m Bm Bm(b5) G D/F# F#7/E Bm D Bm/C# Bm Bm(b5) Bm Bm(b5) Bm C7 D D(b5) G7/D D"	"At the mercy Tab by Paul McCartney - E-Chords"	"cifra/idmusica/75660/keyb/true.htm"
"G A A D A Em A A D A C A C A A Dm A A Dm A Dm G Dm A Dm A Dm A Dm Dm A Dm A Dm G A Dm A Dm A Dm G A A C A Dm A Dm A Dm G G Bb F E Dm A Dm A Dm G A Dm A C A C A C"	"Average Person Tab by Paul McCartney - E-Chords"	"cifra/idmusica/133982/keyb/true.htm"
"C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Dm G Dm G Em Em Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Dm G Dm G Em Em Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Dm C Em C Em"	"Back in the sunshine again Tab by Paul McCartney - E-Chords"	"cifra/idmusica/81201/keyb/true.htm"
"E A D C D A D C D A C D A D Eb E G9 A D A D A/C# C B7 E7 D7 A D Eb E"	"Back in The USSR Tab by Paul McCartney - E-Chords"	"cifra/idmusica/29490/keyb/true.htm"
"B7 B7 E7 B7 E7 Ab7 E7 B7 B7 E7 B7 E7 B7 E7 B7 E7 A7 B7 E7 B7 C7 D7 B7 B7 E7 B7 B7 E7 B7 E7 B7 C7 D7 B7"	"Ballroom Dancing Tab by Paul McCartney - E-Chords"	"cifra/idmusica/133983/keyb/true.htm"
"Dmaj7 Dmaj7 G G Dmaj7 G Dmaj7 G Dmaj7 D G6 G6 Dmaj7 D G6 G6 Dmaj7 G6 Dmaj7 G6 Dmaj7 G6 D Gm6 D Gm6 Dmaj7 Gm6 Am D Am D Am Am C D C D C C C Fmaj7 C Fmaj7 C Fmaj7 Fmaj7 C C Fmaj7 Fmaj7 Em G C Em Am F C F Fmaj7 C F C F C F C F C Fmaj7 Fmaj7 C C Fmaj7 Fmaj7 Em G C Em G Am F C F Fmaj7 C F C F G Em C Em G Am Fmaj7 C G Em C C F C F C F C F C Fmaj7 Fmaj7 C C Fmaj7 Fmaj7 Em G C Em G Am F F C C F Fmaj7 C F C F C F C F G Em C"	"Band on the Run Tab by Paul McCartney - E-Chords"	"cifra/idmusica/11169/keyb/true.htm"
"E E A E B A E E A B E E E E"	"Be Bop A Lula Tab by Paul McCartney - E-Chords"	"cifra/idmusica/133984/keyb/true.htm"
"A Esus4 E A D Esus4 E A A7 D Dm A E A Esus4 E A Esus4 E A D Esus4 E A A7 D Dm A E A Dm G C F Dm Esus4 E A Dm G C F Dm Esus4 E A Esus4 E A Esus4 E A D Esus4 E A A7 D E A E A F#m A F#m D A F#m A F#m D A Dm G C F Dm Esus4 E A Dm G C F Dm Esus4 E A Esus4 E A Esus4 E A A F#m D A"	"Beautiful night Tab by Paul McCartney - E-Chords"	"cifra/idmusica/81210/keyb/true.htm"
