"Em G Em G Em G Em G Em G Em G Em G Em G Em G C#m G#5 F#5 C#5 G#5 F#5 E A C Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G C#5 G#5 F#5 Em A C Em G C#5 G#5 F#5 C#5 G#5 F#5 Em A C Em A C Em G Em G Em G Em G Em G Em G Em G Em"	"About a Girl Tab by Nirvana - E-Chords"	"cifra/idmusica/4106/keyb/true.htm"
"E G E G E A C C#5 G#5 F#5"	"About A Girl (intro) Tab by Nirvana - E-Chords"	"cifra/idmusica/108980/keyb/true.htm"
"Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G C#5 G#5 F#5 C#5 G#5 F#5 Em A C Em G Em G Em Em G Em G Em G Em G Em G Em G Em G Em G C#5 G#5 F#5 C#5 G#5 F#5 Em A C Em G Em G Em Em G C#5 G#5 F#5 Em G A C Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G C#5 G#5 F#5 C#5 G#5 F#5 Em A C Em G Em G Em G Em G Em G Em G Em"	"About a girl (ver. 2) Tab by Nirvana - E-Chords"	"cifra/idmusica/34667/keyb/true.htm"
"Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G C# G# F# C# G# F# Em A C Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G Em G C# G# F# C# G# F# Em A C Em G Em G Em G Em G C# G# F# C# G# F# Em A C Em A C Em G Em G Em G Em G Em G Em G Em G Em G Em"	"About a girl (ver. 2) Tab by Nirvana - E-Chords"	"cifra/idmusica/74668/keyb/true.htm"
"E E B E A E B E"	"Ain't It a Shame Tab by Nirvana - E-Chords"	"cifra/idmusica/105529/keyb/true.htm"
"C F G C F G C"	"All Apologies Tab by Nirvana - E-Chords"	"cifra/idmusica/16332/keyb/true.htm"
"D G A D G A D"	"all apologies (version) Tab by Nirvana - E-Chords"	"cifra/idmusica/50237/keyb/true.htm"
"C G Em Dm Am C G Em Dm Am C G Em Dm Am C G Em Dm Am C G Em Dm Am G F G C G Em Dm Am C G Em Dm Am C G Em Dm Am C G Em Dm Am G F G C G Em Dm Am"	"All Apologies(ver.2) Tab by Nirvana - E-Chords"	"cifra/idmusica/85323/keyb/true.htm"
"F# C B A F# C B A B D B D B D B D B D F# G# A A# B A# A F# F# C B# A"	"Aneurysm Tab by Nirvana - E-Chords"	"cifra/idmusica/16333/keyb/true.htm"
"D C B A D C B A B C A G F E B C A G F E B C A G F E B C A G F E D C B A B C A G F E B C A G F E B C A G F E B C A G F E D C B A B C A G F E B C A G F E B C A G F E B C A G F E"	"Been A Son Tab by Nirvana - E-Chords"	"cifra/idmusica/15086/keyb/true.htm"
